uuid,name,slope,parking_area,number_of_households,area,is_remodeled,construction_year,green_space_area,internet_speed,rating,common_area_cleaning_frequancy,garbage_recycling_frequency,concierge_service,average_price_per_pyeong,newlyweds_benefits,pop,pop_ratio,pop_increase,taxi,income,income_increase,geometry
apartment_1165010902,서초포레스타2단지,1.613791108,1185,1077,8252,거짓,2015,18.23175746,,64,매주,매주,1,39721243.41,,604,"[0.745462875, 3.74370923, 9.296987722, 21.09811313, 24.59036757, 18.59895425, 15.58773283, 6.338672389]",3,4,3754.31,6.2,"MultiPolygon (((127.06245486 37.45526385, 127.06293591 37.45447059, 127.06247021 37.45437627, 127.06222208 37.45440883, 127.06205537 37.45451269, 127.06188046 37.45454846, 127.06167706 37.45456153, 127.0612817 37.4545049, 127.06103834 37.45453591, 127.06"
apartment_1165010711,아크로리버파크,0.546892941,2966,1612,13581,거짓,2016,17.87971407,,64,매주,매주,1,96632523.42,,670,"[5.541682465, 9.221535398, 12.60480152, 20.74165299, 22.03768774, 15.63596552, 10.27453565, 3.94213871]",15,4,10251.01,-1.55,"MultiPolygon (((126.99203215 37.50534439, 126.99187076 37.50527347, 126.99187042 37.5052841, 126.99183659 37.50544826, 126.99185195 37.50560359, 126.99194026 37.50567587, 126.99193472 37.50573912, 126.99200868 37.50578949, 126.99204666 37.50587652, 126.9"
apartment_1165010631,신반포25차,0.194625929,0,169,34549.53,거짓,1984,19.5351423,,64,매주,매주,1,52624138.86,,468,"[2.982190286, 7.857561174, 12.82069033, 19.74166252, 24.00243095, 17.57943316, 11.12426618, 3.891765393]",8,2,7285.72,25.12,"MultiPolygon (((127.01010897 37.51496286, 127.00926856 37.51413672, 127.00864248 37.51454435, 127.00919673 37.51508474, 127.00882402 37.51532437, 127.00911825 37.5156063, 127.01010897 37.51496286)))"
apartment_1165010839,서초아트자이,1.398766994,495,164,4270.02,거짓,2009,19.53150984,,64,매주,매주,1,34532101.61,,448,"[0.339757218, 6.805179965, 11.71240164, 16.38902928, 22.80295898, 21.49966234, 14.0597302, 6.391280372]",31,12,11739.82,26.65,"MultiPolygon (((127.01189074 37.48624217, 127.01224541 37.48550268, 127.01221531 37.48543675, 127.01148265 37.48509611, 127.0114513 37.48516271, 127.01125211 37.48561596, 127.0109926 37.48553506, 127.01078238 37.48594174, 127.01125703 37.48608486, 127.01"
apartment_1165010118,삼호4차,3.09739542,0,481,2554,거짓,1983,19.46031698,,64,매주,매주,1,29413889.48,,498,"[1.873393963, 5.875833167, 12.84040908, 19.91116927, 26.11637594, 18.74213099, 11.49935228, 3.141335313]",16,1,8610.05,27.82,"MultiPolygon (((126.98844408 37.49806051, 126.98946916 37.49802302, 126.99047094 37.49800949, 126.99064776 37.49801983, 126.99064571 37.4979491, 126.99064714 37.49786278, 126.99069776 37.49776078, 126.99080672 37.49758582, 126.99087816 37.49747434, 126.9"
apartment_1165010115,방배아이파크,0.277129382,236,138,2950.95,거짓,2006,21.55831401,,64,매주,매주,1,39725680.59,,439,"[0.353971285, 7.379864052, 11.17841791, 15.45872882, 22.29920618, 21.16465455, 14.57447026, 7.590686923]",2,4,6826.7,19.12,"MultiPolygon (((126.9853351 37.4912005, 126.98485984 37.49111236, 126.98472719 37.49117839, 126.98441217 37.49119596, 126.98440111 37.49121798, 126.98440103 37.49159669, 126.98445066 37.49200183, 126.98448382 37.49203707, 126.98505856 37.49217806, 126.98"
apartment_1165010845,서초현대,1.615707715,350,299,1599.53,거짓,1999,21.52558419,,66,매주,매주,1,41983278.68,,813,"[0.190686918, 4.06457782, 9.70613089, 17.61257755, 25.04147301, 22.0621984, 14.93350975, 6.388845649]",1,2,6907.58,11.66,"MultiPolygon (((127.02052138 37.49057953, 127.02058593 37.49040687, 127.01998309 37.49022262, 127.01988754 37.49042114, 127.01968114 37.49035524, 127.0196112 37.49049745, 127.0198468 37.49057458, 127.01958032 37.49110357, 127.02046288 37.49142077, 127.02"
apartment_1165010603,아크로리버뷰신반포,0.236693303,887,595,4708.2,거짓,2018,18.70725026,,67,매주,매주,1,97233183.19,,606,"[2.733933474, 8.074464363, 14.17042832, 20.8778053, 23.49595051, 17.02607907, 10.25765387, 3.363685093]",14,7,13262.86,9.62,"MultiPolygon (((127.00566201 37.51354719, 127.00579053 37.51370927, 127.00644921 37.51439598, 127.00834495 37.51605513, 127.00875725 37.51577785, 127.00615462 37.51321874, 127.00566201 37.51354719)))"
apartment_1165010612,잠원훼미리,0.262171358,576,288,4184.41,거짓,1992,19.10647403,,67,매주,매주,1,50914795.74,,550,"[2.244559572, 6.782772415, 13.81568197, 20.27905355, 25.65069213, 18.71622529, 9.970908518, 2.540106562]",8,6,8009.85,16.45,"MultiPolygon (((127.01485659 37.51849478, 127.01481186 37.51847246, 127.01424056 37.51860814, 127.01420845 37.51861689, 127.01435364 37.51926286, 127.0143086 37.51939524, 127.01420441 37.51959944, 127.01458472 37.51978562, 127.01526357 37.51962624, 127.0"
apartment_1165010725,디에이치라클라스,2.924267054,1526,848,23767.72,거짓,2021,17.699646,,67,매주,매주,1,28363280.23,,469,"[1.208785052, 10.23931369, 9.711051359, 15.3304602, 25.60593977, 18.15066534, 12.21743758, 7.536347]",8,6,9389.84,15.4,"MultiPolygon (((127.01585172 37.50149134, 127.01341063 37.4996403, 127.01251341 37.49951046, 127.01235109 37.50022467, 127.01397104 37.50113995, 127.01499019 37.50191811, 127.01585172 37.50149134)))"
apartment_1165010823,한라비발디스튜디오193오피스텔,1.59186395,66,149,1735,거짓,2013,19.40008875,,68,매주,매주,1,25746308.08,,576,"[0.218967343, 3.918385466, 12.18548477, 19.09798982, 22.78082178, 19.8952798, 14.72362919, 7.179441839]",21,18,6296.02,11.88,"MultiPolygon (((127.03217036 37.48594506, 127.0322778 37.48584525, 127.03224701 37.48582363, 127.03226526 37.48580991, 127.0321495 37.48573511, 127.03231908 37.48556608, 127.03234542 37.48550305, 127.03227662 37.48544096, 127.03210586 37.48552504, 127.03"
apartment_1165010841,서초롯데캐슬리버티,2.787291765,230,132,2459,거짓,2005,21.19420878,,69,매주,매주,1,25631069.82,,397,"[1.381407111, 7.920151673, 15.89884723, 20.15269546, 23.66490754, 17.99824429, 10.3691875, 2.614559197]",8,5,7616.23,19.23,"MultiPolygon (((127.01696921 37.48799543, 127.01703646 37.48785667, 127.01717102 37.48789607, 127.01753149 37.48714017, 127.01750872 37.48710312, 127.01740186 37.4870787, 127.01735239 37.48706057, 127.01733162 37.48704875, 127.01682404 37.48688483, 127.0"
apartment_1165010712,삼호가든맨션5차,0.646201849,351,168,27012,거짓,1986,18.79203707,,70,매주,매주,1,47981021.22,,492,"[3.819611396, 8.731435833, 13.96345186, 20.75397105, 24.69190019, 15.87651646, 9.666081845, 2.497031372]",46,22,9147.14,27.27,"MultiPolygon (((127.01227853 37.50341249, 127.01142441 37.50312101, 127.01135813 37.50324476, 127.01131958 37.50331169, 127.01074736 37.50438264, 127.01092246 37.50464148, 127.01133278 37.50468362, 127.01149157 37.5046918, 127.01159173 37.50469853, 127.0"
apartment_1165010724,반포센트레빌아스테리움,0.249462744,175,108,5650.98,거짓,2021,20.17720947,,70,매주,매주,1,67548479.15,,174,"[0.55929642, 6.219190181, 13.82953854, 18.80894009, 23.6099284, 18.24082585, 12.58533205, 6.146948472]",10,8,9643.81,13.18,"MultiPolygon (((127.01572044 37.50339392, 127.01599555 37.50368386, 127.0161914 37.50357589, 127.01679539 37.5032109, 127.01672324 37.50313938, 127.01663369 37.50305471, 127.01657575 37.50299293, 127.0165164 37.50293572, 127.01572044 37.50339392)))"
apartment_1165010818,풍림아이원플러스,0.569390178,100,200,1735,거짓,2004,18.14013163,,70,매주,매주,1,20473573.3,,302,"[0.197727546, 3.434983918, 14.07495696, 21.85228135, 23.83340492, 18.777792, 12.66192141, 5.16693189]",28,46,7476.47,14.25,"MultiPolygon (((127.02993446 37.4905586, 127.03005161 37.49030735, 127.02999878 37.49028984, 127.03003651 37.49021541, 127.02990277 37.4901665, 127.02989397 37.49018682, 127.02981473 37.49016021, 127.02982247 37.49014202, 127.02967931 37.49009938, 127.02"
apartment_1165010846,서초리시온,0.596030792,234,293,1599.53,거짓,2003,20.84587577,,70,매주,매주,1,20435575.23,,315,"[0.802715767, 11.46226603, 23.94279633, 19.08033093, 18.76583213, 13.36560307, 9.295868848, 3.284586893]",50,17,5102.65,2.96,"MultiPolygon (((127.01576737 37.49363605, 127.01578136 37.49356059, 127.01579309 37.49356118, 127.01579989 37.49352386, 127.01581825 37.49352567, 127.01584355 37.49338805, 127.01556027 37.49335615, 127.0155613 37.49334823, 127.01547312 37.49333896, 127.0"
apartment_1165010309,서초네이처힐7단지,1.288862228,308,275,5807.4,거짓,2011,19.26254272,,71,매주,매주,1,40528882.53,,635,"[0.611685298, 7.13183573, 9.228492334, 16.2516268, 25.13169745, 20.48047359, 15.06816585, 6.096022952]",4,3,4387.57,2.84,"MultiPolygon (((127.02230037 37.46183075, 127.02311312 37.46242076, 127.02326604 37.46231797, 127.02333843 37.46224109, 127.02359588 37.46206788, 127.02370042 37.46204223, 127.0240942 37.46175903, 127.02417798 37.46170494, 127.02392651 37.4614537, 127.02"
apartment_1165010201,양재우성,2.829365492,746,794,1501.77,거짓,1991,18.18263245,,71,매주,매주,1,17196440.08,,526,"[0.284936012, 3.469166112, 11.4971726, 18.18895866, 23.66064456, 21.64676174, 15.32791861, 5.924441706]",5,8,5388.38,9.95,"MultiPolygon (((127.03176167 37.47454073, 127.03154091 37.47443473, 127.03147128 37.47438725, 127.03132994 37.47431204, 127.0311734 37.47447077, 127.03102904 37.47438745, 127.03069272 37.47411015, 127.03062 37.47414059, 127.03059816 37.47415796, 127.0305"
apartment_1165010641,킴스빌리지,0.227246225,138,160,599.03,거짓,1996,19.60828509,,72,매주,매주,1,56028750.55,,404,"[0.329054587, 6.277143115, 10.4933178, 15.46361208, 24.64382265, 21.38945253, 14.79182848, 6.611768766]",10,4,6520.3,15.34,"MultiPolygon (((127.00644947 37.51068204, 127.00632132 37.51063628, 127.00625709 37.51075359, 127.00649031 37.51082665, 127.00648285 37.51083881, 127.0067085 37.51092395, 127.00675566 37.51083862, 127.00672738 37.51082997, 127.00673473 37.51081727, 127.0"
apartment_1165010101,삼환나띠르빌,3.25661087,159,126,4271.65,거짓,2003,21.92314317,,73,매주,매주,1,38312539.42,,358,"[0.266250758, 9.265412783, 11.23069376, 16.18897884, 16.97678931, 19.10837984, 16.20643791, 10.7570568]",7,2,6777.25,24.74,"MultiPolygon (((127.00576721 37.47976567, 127.00546204 37.4796732, 127.00481309 37.48101936, 127.00511827 37.48112553, 127.00576721 37.47976567)))"
apartment_1165010642,잠원중앙하이츠(B동),0.267797798,126,126,599.03,거짓,1998,20.20429786,,75,매주,매주,1,26780951.97,,517,"[0.300802094, 6.447799505, 11.75126362, 16.33122025, 24.71492196, 19.98389374, 14.12220906, 6.347889759]",3,1,7087.47,14.14,"MultiPolygon (((127.00497103 37.51008378, 127.00470794 37.51000281, 127.00457115 37.51026808, 127.00484124 37.51034904, 127.00497103 37.51008378)))"
apartment_1165010113,방배래미안,7.993486404,382,303,4002.31,거짓,2003,20.08256261,,76,매주,매주,1,22854045.65,,429,"[1.27700455, 6.624436705, 17.75033288, 19.92813244, 20.66394001, 18.17516254, 11.87415153, 3.706839345]",5,3,6018.3,15.57,"MultiPolygon (((126.98487686 37.47284532, 126.98489144 37.47283766, 126.98490589 37.47285172, 126.98494098 37.47219848, 126.98422024 37.47221387, 126.98421932 37.47220332, 126.98412097 37.47219822, 126.98407822 37.47215132, 126.98379824 37.47210561, 126."
apartment_1165010625,잠원현대훼밀리,2.278662682,113,113,25737,거짓,1997,19.16638009,,76,매주,매주,1,50914795.74,,634,"[1.634190638, 9.289834892, 17.29363726, 20.14488176, 22.75297364, 16.65734044, 9.698012412, 2.529128963]",11,6,6027.32,11.53,"MultiPolygon (((127.01291017 37.50870346, 127.01238151 37.50854781, 127.0122923 37.50873361, 127.012198 37.50892318, 127.01247138 37.50900245, 127.01283706 37.50911161, 127.01301627 37.50873462, 127.01291017 37.50870346)))"
apartment_1165010101,삼환나띠르빌,3.25661087,159,126,4271.65,거짓,2003,21.92314317,,76,매주,매주,1,38312539.42,,358,"[0.266250758, 9.265412783, 11.23069376, 16.18897884, 16.97678931, 19.10837984, 16.20643791, 10.7570568]",7,2,6777.25,24.74,"MultiPolygon (((127.00576721 37.47976567, 127.00546204 37.4796732, 127.00481309 37.48101936, 127.00511827 37.48112553, 127.00576721 37.47976567)))"
apartment_1165010810,래미안서초에스티지,0.317878207,619,421,3062.45,거짓,2016,19.65960334,,76,매주,매주,1,66333484.16,,611,"[0.676383163, 6.591299251, 11.06933778, 18.04299382, 25.14871447, 18.89145568, 13.13641445, 6.443401397]",1,3,7005.44,11.63,"MultiPolygon (((127.02426975 37.49303181, 127.02567547 37.49345105, 127.02579835 37.49327545, 127.02588643 37.49311095, 127.02598375 37.49281523, 127.02611356 37.49255832, 127.02468929 37.49213353, 127.02426975 37.49303181)))"
apartment_1165010312,서초힐스,1.042000294,1266,1082,9109.61,거짓,2012,18.45490374,,77,매주,매주,1,40227692.78,,583,"[0.581667812, 6.59085924, 9.684103346, 15.80932077, 21.98965762, 21.9989656, 16.09005754, 7.255368074]",2,1,5552.89,9.96,"MultiPolygon (((127.01643333 37.45737123, 127.01679803 37.45752018, 127.0171727 37.457787, 127.0176364 37.45815964, 127.0182845 37.4586816, 127.01858784 37.45879695, 127.01872916 37.45880518, 127.01883255 37.45876395, 127.0191944 37.45851111, 127.0198664"
apartment_1165011105,힐스테이트서초젠트리스,1.796386242,387,256,5484.95,거짓,2014,18.73235914,,78,매주,매주,1,40289098.7,,677,"[2.069564652, 4.272393073, 11.87879022, 21.37931616, 21.65512156, 20.31573633, 14.30404623, 4.12503178]",3,4,6707.27,25.33,"MultiPolygon (((127.0560957 37.45595286, 127.05624934 37.45605021, 127.05644952 37.45612661, 127.05658932 37.45612873, 127.05683059 37.45617014, 127.05687725 37.45624879, 127.05688828 37.45633183, 127.05694041 37.45639299, 127.05701722 37.45646507, 127.0"
apartment_1165010608,한강,0.539930165,450,450,3851,거짓,1989,19.09867292,,79,매주,매주,1,58310562.65,,407,"[0.254975371, 3.46117919, 9.998734401, 18.18743999, 23.75411147, 21.89703116, 15.96181268, 6.48471574]",40,14,6135.2,16.33,"MultiPolygon (((127.0160521 37.52142723, 127.01593361 37.5211178, 127.01583455 37.52106313, 127.01582626 37.52106328, 127.01553752 37.52112746, 127.01540914 37.5210586, 127.01526981 37.52097973, 127.01497883 37.52081536, 127.01486332 37.52075011, 127.014"
apartment_1165010812,신동아2차,0.415409962,104,104,8456.2,거짓,1979,18.58376498,,79,매주,매주,1,42856354.45,,298,"[3.926329052, 7.956833642, 13.69002374, 21.43734121, 23.35014552, 15.80129591, 10.03889809, 3.799132848]",1,1,6939.07,21.35,"MultiPolygon (((127.02451176 37.49127906, 127.02467604 37.49092015, 127.02505413 37.49103484, 127.02532957 37.49048696, 127.02691362 37.49096234, 127.02696232 37.49083612, 127.0267308 37.4907585, 127.02686472 37.49046722, 127.02658447 37.49037991, 127.02"
apartment_1165010110,방배현대홈타운2차,0.690236807,484,384,2950.95,거짓,2001,20.99660296,,79,매주,매주,1,29778378.38,,532,"[1.887491436, 8.813762888, 15.56778679, 18.7116746, 22.27791358, 18.58797608, 11.02997522, 3.123419408]",15,10,7797.27,24.41,"MultiPolygon (((126.98385504 37.49073865, 126.98385759 37.49065488, 126.98399611 37.49065649, 126.98399673 37.49068558, 126.98425702 37.49067437, 126.98444259 37.49067722, 126.98449683 37.49067722, 126.98460351 37.49068093, 126.98464146 37.49040364, 126."
apartment_1165010857,래미안리더스원,0.313110322,2515,1317,9439.63,거짓,2020,18.10738723,,79,매주,매주,1,70429472.8,,665,"[2.319806315, 8.190674077, 19.61739537, 22.42225567, 22.30266825, 13.86976217, 8.360624436, 2.916813715]",10,5,7476.47,14.25,"MultiPolygon (((127.02738092 37.49214677, 127.02821812 37.49240052, 127.02826705 37.49238302, 127.0285812 37.49172473, 127.029796 37.48917911, 127.02977453 37.48913903, 127.02894766 37.48888499, 127.02879674 37.4888695, 127.02869106 37.48883708, 127.0284"
apartment_1165011101,서초포레스타3단지,3.353145123,603,482,5484.95,거짓,2014,17.24065172,,80,매주,매주,1,41563469.59,,411,"[0.486071069, 3.706674912, 8.297191373, 19.80913702, 22.85063273, 19.51359467, 17.54256952, 7.794128707]",3,1,6236.36,11.35,"MultiPolygon (((127.06020926 37.45470468, 127.06025984 37.45458224, 127.06006311 37.45435464, 127.05932098 37.45377108, 127.05893795 37.45410606, 127.05884854 37.45443481, 127.05852229 37.45469862, 127.0581545 37.45471657, 127.05774579 37.45466642, 127.0"
apartment_1165010721,한신서래,3.323441029,534,414,1629.25,거짓,1987,20.1788561,,80,매주,매주,1,41676377.32,,453,"[0.106882933, 4.360870533, 8.996448955, 17.20170638, 24.86680652, 21.95975483, 16.17225497, 6.335274884]",8,1,6365.86,17.56,"MultiPolygon (((126.99995781 37.50010243, 126.99997384 37.50001447, 127.00005122 37.50002875, 127.00012764 37.50006634, 127.00016917 37.50006634, 127.00031825 37.50002876, 127.00079853 37.49975813, 127.00078721 37.49967919, 127.00084289 37.49962506, 127."
apartment_1165010825,서초자이,2.017301321,385,184,2459,거짓,2006,20.20214679,,80,매주,매주,1,38210674.94,,493,"[0.244546217, 3.840057087, 10.8556386, 17.68448751, 23.67998126, 21.2976832, 15.75264561, 6.644960515]",10,6,6962.71,23.69,"MultiPolygon (((127.0205322 37.4844973, 127.01997218 37.48428503, 127.01984601 37.4845017, 127.01942382 37.4852136, 127.02010838 37.48535663, 127.02057445 37.48539524, 127.02096285 37.48543387, 127.02099197 37.48541065, 127.02088013 37.48472978, 127.0208"
apartment_1165010826,서초쌍용플래티넘,1.528981686,380,109,2459,거짓,2006,18.44345262,,80,매주,매주,1,27232631.72,,779,"[0.142999898, 3.533427091, 14.16384554, 17.73169991, 21.1910349, 19.4837973, 15.26482659, 8.488368763]",25,12,5824.08,3.54,"MultiPolygon (((127.01736949 37.48432416, 127.01764221 37.48389705, 127.01734314 37.48378249, 127.01732876 37.48380542, 127.01730512 37.48379642, 127.01706576 37.48417544, 127.01712536 37.48419916, 127.01710893 37.48422454, 127.01717633 37.48425183, 127."
apartment_1165010821,동원베네스트,2.117540359,164,126,8456.2,거짓,2002,19.30160862,,80,매주,매주,1,17313817.06,,341,"[0.437209304, 4.323521305, 10.68599464, 17.75953785, 23.66875984, 21.50255368, 14.63000282, 6.99242056]",10,8,6355.1,20.79,"MultiPolygon (((127.0262124 37.48546383, 127.02626208 37.48544787, 127.02626368 37.48545106, 127.02630375 37.48543892, 127.02629733 37.48542742, 127.02630694 37.48542423, 127.02631818 37.48544658, 127.02634782 37.48543827, 127.02635343 37.48545232, 127.0"
apartment_1165010707,반포힐스테이트,0.410066009,699,397,3495.71,거짓,2012,19.99286219,,81,매주,매주,1,69374382.04,,733,"[3.04376993, 8.36525421, 13.15320384, 19.74941733, 24.76393399, 17.22427453, 10.34968131, 3.35046486]",6,7,10386.37,7.42,"MultiPolygon (((126.99684623 37.50219509, 126.99692378 37.50203112, 126.99702526 37.50205884, 126.99716661 37.50173294, 126.99766105 37.50056106, 126.99675581 37.50020729, 126.99666412 37.50035302, 126.99589175 37.50188968, 126.99591263 37.50193127, 126."
apartment_1165010819,서초트라팰리스,0.792513311,427,257,8456.2,거짓,2005,20.04919957,,81,매주,매주,1,35974197.96,,695,"[2.175414353, 6.760630841, 13.79340308, 21.26790143, 24.87711241, 17.07675915, 10.27713084, 3.77164789]",6,3,8125.74,15.81,"MultiPolygon (((127.02917274 37.48629771, 127.02913503 37.48626593, 127.02754207 37.48675791, 127.02752279 37.48678848, 127.02763554 37.48702598, 127.02867562 37.48734243, 127.02893175 37.48680763, 127.02897389 37.48670935, 127.02901905 37.48661516, 127."
apartment_1165010809,삼성쉐르빌II,0.3096219,266,365,1379.65,거짓,2002,18.04594378,,82,매주,매주,1,40284006.76,,396,"[0.286962603, 4.571511458, 15.86328268, 20.5344299, 22.6282459, 18.54819519, 12.33635628, 5.231015983]",38,23,4749.88,3.1,"MultiPolygon (((127.02798255 37.4942128, 127.02817653 37.49381115, 127.02783696 37.49370943, 127.02779554 37.49379336, 127.02781433 37.49379879, 127.0277058 37.49403105, 127.02768931 37.4940265, 127.02764763 37.49411085, 127.02779419 37.49415554, 127.027"
apartment_1165010609,롯데캐슬갤럭시1차,1.076655865,468,256,2371,거짓,2002,19.49020473,,83,매주,매주,1,45872171.14,,454,"[1.659970252, 6.051388675, 14.40534795, 20.64386983, 25.20036026, 19.06362955, 10.38773149, 2.587702]",33,11,8409.16,17.64,"MultiPolygon (((127.01736914 37.52021676, 127.01708338 37.51960377, 127.01558197 37.51995479, 127.01581479 37.52059907, 127.01590345 37.52064319, 127.0160115 37.52067407, 127.01618049 37.52068508, 127.01638271 37.52065857, 127.01669297 37.52056587, 127.0"
apartment_1165010647,래미안신반포리오센트,0.324815929,860,475,4184.41,거짓,2019,18.70791287,,84,매주,매주,1,66407495.14,,410,"[0.355976575, 5.296746584, 10.24593146, 16.4777287, 24.31662809, 22.5080174, 14.92566808, 5.873303102]",7,5,8009.85,16.45,"MultiPolygon (((127.01309775 37.51917972, 127.01397176 37.5196395, 127.0142463 37.51928066, 127.01411641 37.51856537, 127.01477615 37.51839012, 127.01449197 37.51755618, 127.01335688 37.51778539, 127.01306413 37.5191066, 127.01309775 37.51917972)))"
apartment_1165010101,삼환나띠르빌,3.25661087,159,126,4271.65,거짓,2003,21.92314317,,84,매주,매주,1,38312539.42,,358,"[0.266250758, 9.265412783, 11.23069376, 16.18897884, 16.97678931, 19.10837984, 16.20643791, 10.7570568]",7,2,6777.25,24.74,"MultiPolygon (((127.00576721 37.47976567, 127.00546204 37.4796732, 127.00481309 37.48101936, 127.00511827 37.48112553, 127.00576721 37.47976567)))"
apartment_1165010105,삼익,2.886458874,441,408,3602,거짓,1981,18.3326317,,85,매주,매주,1,40511384.9,,609,"[0.265336155, 7.113161352, 11.91067767, 15.34922718, 16.43387974, 19.7405654, 16.45394153, 12.73321097]",1,3,5261.37,11.83,"MultiPolygon (((127.00186775 37.47955921, 127.00214277 37.47913605, 127.00235031 37.47882271, 127.00262911 37.47840527, 127.0028173 37.47812163, 127.00278984 37.47805024, 127.00220243 37.47780692, 127.00173099 37.47760978, 127.00172149 37.47761347, 127.0"
apartment_1165010101,삼환나띠르빌,3.25661087,159,126,4271.65,거짓,2003,21.92314317,,85,매주,매주,1,38312539.42,,358,"[0.266250758, 9.265412783, 11.23069376, 16.18897884, 16.97678931, 19.10837984, 16.20643791, 10.7570568]",7,2,6777.25,24.74,"MultiPolygon (((127.00576721 37.47976567, 127.00546204 37.4796732, 127.00481309 37.48101936, 127.00511827 37.48112553, 127.00576721 37.47976567)))"
apartment_1165010646,동아,0.625816663,1021,991,4667.65,거짓,2002,19.70798689,,85,매주,매주,1,56155985.06,,567,"[0.204767691, 4.808503637, 14.57266068, 17.39353809, 22.23331545, 19.80279946, 14.49916582, 6.485249172]",15,4,7541.92,16.3,"MultiPolygon (((127.0109634 37.50927352, 127.01121636 37.50882613, 127.01112371 37.50817722, 127.01064852 37.50803469, 127.01001906 37.50783809, 127.00989564 37.50789218, 127.00935257 37.50774474, 127.00929704 37.50786273, 127.00926003 37.50796597, 127.0"
apartment_1165010852,아크로비스타,2.379813194,2044,757,1094.86,거짓,2004,18.15269252,,86,매주,매주,1,34950278.17,,887,"[0.992439493, 9.536686959, 9.267090427, 15.12350266, 25.1097147, 19.52970172, 12.44820625, 7.992657797]",19,5,13011.74,5.62,"MultiPolygon (((127.01350452 37.499444, 127.01405896 37.49698927, 127.0131132 37.49685334, 127.01298731 37.4974107, 127.01336895 37.49746598, 127.01329289 37.49780089, 127.01291117 37.49774569, 127.01280595 37.49824779, 127.01273225 37.49853273, 127.0125"
apartment_1165010833,서초e-편한세상1차,3.337767363,313,154,2751.31,거짓,2004,20.50864006,,86,매주,매주,1,19266951.53,,469,"[2.110113109, 11.75442438, 12.91686074, 17.46823504, 20.46119728, 18.56920392, 12.05139168, 4.668573839]",5,1,7312.95,19.64,"MultiPolygon (((127.00741327 37.48091009, 127.00649714 37.48063009, 127.0060601 37.48152487, 127.00625346 37.48158409, 127.0062271 37.48165169, 127.00624406 37.4816705, 127.00691589 37.48165056, 127.00696845 37.48160377, 127.00696754 37.48155932, 127.007"
apartment_1165010101,삼환나띠르빌,3.25661087,159,126,4271.65,거짓,2003,21.92314317,,86,매주,매주,1,38312539.42,,358,"[0.266250758, 9.265412783, 11.23069376, 16.18897884, 16.97678931, 19.10837984, 16.20643791, 10.7570568]",7,2,6777.25,24.74,"MultiPolygon (((127.00576721 37.47976567, 127.00546204 37.4796732, 127.00481309 37.48101936, 127.00511827 37.48112553, 127.00576721 37.47976567)))"
apartment_1165010128,방배롯데캐슬로제,2.848299662,387,130,3746.53,거짓,2009,20.9488305,,86,매주,매주,1,40148501.15,,365,"[0.150004234, 4.059187154, 9.451174025, 15.30063349, 22.77100563, 22.1168541, 17.67398677, 8.477154597]",5,1,88357.59,61.01,"MultiPolygon (((126.99566999 37.49070909, 126.99596532 37.49025739, 126.99594593 37.49022132, 126.99427766 37.48954281, 126.99422593 37.48954968, 126.99377105 37.49025727, 126.99391762 37.49031739, 126.99398658 37.49047541, 126.99425385 37.49057677, 126."
apartment_1165010101,삼환나띠르빌,3.25661087,159,126,4271.65,거짓,2003,21.92314317,,89,매주,매주,1,38312539.42,,358,"[0.266250758, 9.265412783, 11.23069376, 16.18897884, 16.97678931, 19.10837984, 16.20643791, 10.7570568]",7,2,6777.25,24.74,"MultiPolygon (((127.00576721 37.47976567, 127.00546204 37.4796732, 127.00481309 37.48101936, 127.00511827 37.48112553, 127.00576721 37.47976567)))"
apartment_1165010844,아남,2.434948603,153,166,1599.53,거짓,1988,20.07122308,,89,매주,매주,1,44852916.01,,461,"[0.253239516, 4.097989649, 11.53603944, 16.98994735, 23.93735117, 22.10849851, 14.80954707, 6.267387295]",10,3,5737.5,13.12,"MultiPolygon (((127.02095302 37.49257744, 127.02089748 37.49245257, 127.02025104 37.4926426, 127.0203229 37.49279868, 127.02038498 37.49293656, 127.02041765 37.492999, 127.02042419 37.4930172, 127.02042745 37.49303281, 127.02042745 37.49305103, 127.02042"
apartment_1165010303,우면한라,1.793233514,219,252,3058.12,거짓,1994,20.0941633,,90,매주,매주,1,15157289.82,,643,"[0.183311381, 3.316735806, 8.697699324, 16.24362462, 22.80169955, 21.302075, 19.00529726, 8.449557057]",3,7,5129.56,10.37,"MultiPolygon (((127.02674087 37.47146875, 127.02622904 37.47113408, 127.02613747 37.47108152, 127.02607736 37.47114112, 127.02605949 37.47115925, 127.02578981 37.47097578, 127.02587064 37.47089685, 127.02575951 37.47082052, 127.02564524 37.47075614, 127."
apartment_1165010716,엠브이,3.756090879,145,154,1094.86,TRUE,1994,19.59728655,,90,매주,매주,1,37598746.83,,410,"[6.1190043, 9.667324811, 10.82825209, 22.1877376, 23.84514757, 13.65704068, 10.12552943, 3.569963516]",5,2,6196.29,11.29,"MultiPolygon (((127.01050526 37.49886739, 127.00998023 37.49879329, 127.00999725 37.49923281, 127.01000326 37.49937646, 127.0100067 37.49953915, 127.0100567 37.49957457, 127.01048173 37.49956346, 127.01054979 37.49953137, 127.0105537 37.49952827, 127.010"
